Dimension.ORDER_ID,Dimension.ORDER_NAME,Dimension.PLACEMENT_ID,Dimension.PLACEMENT_NAME,Dimension.CREATIVE_ID,Dimension.CREATIVE_NAME,Dimension.CREATIVE_SIZE,DimensionAttribute.ORDER_START_DATE_TIME,DimensionAttribute.ORDER_END_DATE_TIME,Column.AD_SERVER_IMPRESSIONS,Column.AD_SERVER_CLICKS,Column.AD_SERVER_CTR
2907425892,CARREFOUR IMAGE - 71832,0,-,138363692546,320x480_production_locale-02,320 x 480,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,2086,84,0.0403
2907425892,CARREFOUR IMAGE - 71832,0,-,138363692942,768x1024_moins_cher-04,768 x 1024,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,173,18,0.1040
2907425892,CARREFOUR IMAGE - 71832,0,-,138363693221,768x1024_production_locale-03,768 x 1024,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,82,8,0.0976
2907425892,CARREFOUR IMAGE - 71832,0,-,138363693575,1024x768_production_locale-02,1024 x 768,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,23,2,0.0870
2907425892,CARREFOUR IMAGE - 71832,0,-,138363693659,1024x768_production_locale-03,1024 x 768,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,8,0,0.0000
2907425892,CARREFOUR IMAGE - 71832,0,-,138363693809,1024x768_production_locale-01,1024 x 768,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,27,2,0.0741
2907425892,CARREFOUR IMAGE - 71832,0,-,138363694379,1024x768_moins_cher-04,1024 x 768,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,24,2,0.0833
2907425892,CARREFOUR IMAGE - 71832,0,-,138363759072,320x480_production_locale-03,320 x 480,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,7079,323,0.0456
2907425892,CARREFOUR IMAGE - 71832,0,-,138363759147,320x480_moins_cher-04,320 x 480,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,3998,171,0.0428
2907425892,CARREFOUR IMAGE - 71832,0,-,138363759237,320x480_moins_cher-05,320 x 480,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,1091,39,0.0357
2907425892,CARREFOUR IMAGE - 71832,0,-,138363759528,768x1024_production_locale-01,768 x 1024,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,38,3,0.0789
2907425892,CARREFOUR IMAGE - 71832,0,-,138363759615,768x1024_production_locale-02,768 x 1024,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,17,0,0.0000
2907425892,CARREFOUR IMAGE - 71832,0,-,138363759912,480x320_production_locale-01,480 x 320,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,12,0,0.0000
2907425892,CARREFOUR IMAGE - 71832,0,-,138363759981,480x320_production_locale-02,480 x 320,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,19,1,0.0526
2907425892,CARREFOUR IMAGE - 71832,0,-,138363760485,480x320_moins_cher-05,480 x 320,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,80,4,0.0500
2907425892,CARREFOUR IMAGE - 71832,0,-,138364086697,320x480_production_locale-01,320 x 480,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,1162,46,0.0396
2907425892,CARREFOUR IMAGE - 71832,0,-,138364087717,768x1024_moins_cher-05,768 x 1024,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,23,1,0.0435
2907425892,CARREFOUR IMAGE - 71832,0,-,138364087933,480x320_production_locale-03,480 x 320,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,18,0,0.0000
2907425892,CARREFOUR IMAGE - 71832,0,-,138364088068,480x320_moins_cher-04,480 x 320,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,18,0,0.0000
2907425892,CARREFOUR IMAGE - 71832,0,-,138364088443,1024x768_moins_cher-05,1024 x 768,2021-09-16T16:15:00+04:00,2021-09-22T23:59:00+04:00,23,1,0.0435
